Author	Rating 	Helpful - found	Helfpful%	Comments	Helpful - Total	Number of Records	Product Code	Product Name	User Rating	Sentiment	Usefulness	Product Posted On
BOMMAREDDY PRABHAKARA REDDY	5	0	0	I should appreciate the designer for the designing such a good product and later  Phillips for producing this same thank you amazon.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-02-2014
hissam	5	0	0	"Amazing service Amazon! Super deal..great product..!', 'Highly recommended..!! Just go for it, if anyone is looking for a durable trimmer that will last long."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-02-2014
prabhutej	5	0	0	amazon gave this product for less price and it is working good.satisfied with the product.finally is worth buying.. and good.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-02-2014
abhinav patwal	5	0	0	"nothing much to say ,as others have already shown their excitement , mine thoughts r also the same ,, but 1 important thing is that i bought this for  just 1005/- bucks, that's all........hahahaha"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-02-2015
Ajish Pillai	5	0	0	Awesome product from philips. Does the job pretty well.Just go ahead with the purchase if you are thinking to buy it.....	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-01-2014
SATISH	5	0	0	"it will use very esay', 'it is very light weight', 'charging is good', 'i really love it', 'purchase please friends', 'thank you"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-01-2014
BD	5	0	0	Works as expected. Here is a video of it - https://www.youtube.com/watch?v=pi7LhGWvliM	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-07-2015
Alluri Hari kanth	5	0	0	"Smooth and user friendly..', 'U can trim in any way u wanted.."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-06-2015
Ankur	5	0	0	Delivery was on time. Product is genuine and working perfectly. Good work team AMAZON.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-06-2015
MANOJ KUMAR V	5	0	0	"SMOOTH TRIMMING AND EASY TO SIZE, COMFORT SHAPED, I RECOMMEND THIS FOR STYLISH & SMOOTH TRIMMING.', 'OVERALL ITS SIMPLY GOOD"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-03-2014
sanjeev mittal	5	0	0	huge discount i got on this product as i bought it in lightening deals.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-03-2015
som	5	0	0	actually it retruns its true value....nice one	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-03-2015
Aswins	5	0	0	"Its smooth and clean', 'it can washable that is good', 'Product is wroth for what you pay', 'Awesome', 'Great', 'Super Product"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-05-2014
Bibin a s	5	0	0	Once again amazon did a good job.early delivery and a good product and even I got an extended warranty of one year by registering in philips.com	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-05-2015
Sam Cherian	5	0	0	A great product. Charge last for days and its easy to clean.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-05-2015
Thankaraj Rajendran	5	0	0	Excellent product by Philips. Delivery and packing was good. Was able to register the product and extend the warranty to 3 yrs.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-05-2015
Venkata Pavan Katuru	5	0	0	It's a decent trimmer. If you want a clean shave remember that it's a damn trimmer. It won't give you a clean shave. The closest you can get to a shave is by removing the guard. It works great for those with pimples.  Also great to maintain a stubble.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-05-2015
Abhineet Munshi	5	0	0	Both the product and Amazon Service have been great and have been a delight to use. Hoping to see and buy more products on Amzaon.in .	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-11-2013
Amazon Customer	5	0	0	Very easy to use and clean. Nice product	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-11-2014
Bharath Shankar Br	5	0	0	Good product Very fast delivery from amazon	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-11-2014
Saurabh khulpe	5	0	0	Very nice product...rounded tips is a great feature....adjustable length and important thing is that i registered on phillips india and got warranty of 3 years...go for it.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-11-2014
abhishek	5	0	0	its great as expected from amazon product of course amazon service is also good :)	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-11-2014
sai kumar B	5	0	0	Nice and great product in this cost margin as compared to other products. Amazon offer and delivery was tooo awesome	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-11-2014
Kishore Rudra	5	0	0	Product is very good. Clean and nice trim. Feels comfort holding it.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-10-2014
jitin goyal	5	0	0	Nice product. Is exactly as it is described on the page .amazing delivery by Amazon.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-10-2015
vineeth	5	0	0	Nice product. Love it.. Fast Delivery..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-10-2015
Dr.Partha Pratim Deka	5	0	0	it's a good Trimmer at this price range and best feature is that you can adjust the length of your beard and no need to keep changing different combs for length..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-09-2014
Vinayak M	5	0	0	I am using this product from past few months. Still working as good as new. Battery life also stands good. Same power I m getting now also for shaving. Recommends to all of you	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-09-2014
Sandeep Pinjerla	5	0	0	Perfect trimmer. I used and loved it. I gifted to my brother. He liked it so much. Serves purpose.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		22-09-2015
SOURAV SARKAR	5	0	0	"Good choice at this price.upto 0.5 mm trimming possible.', ""amazon's service is best and it is quick as well. ."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-04-2014
Sourav	5	0	0	"Nice Product . I am satisfied. Wonderful service of amazon surprised me. Good job amazon . In low budget, this trimmer is good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-04-2014
Sumith Tg	5	0	0	Philips build quality very good. Amazing perfomance	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-04-2015
Anurag Thakur	5	0	0	i am very much gratified with your product...good purchase and awesome service by amazon	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-08-2014
Avinash	5	0	0	I Really liked it very much. The product exceeded my expectation......	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-08-2014
NAVAL KUMAR GHOSH	5	0	0	"Thanks to amazon for delivering it within a day. Amazing product by philips. Product is working good, easy to clean and handle. I am satisfied with my decision to invest over it..."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-08-2014
Priyabrata Banerjee	5	0	0	Very good product as expected from the maker...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-08-2015
Aakash	5	0	0	"Superb product.....runs smooth', 'Good battery life', 'Completely flawless"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-12-2014
Digambar Kashid	5	0	0	Nice Product smooth handeling & amazon is great online side	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-12-2014
jyothish	5	0	0	Really Nice to have such a product Thanks Amazon	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-12-2014
Vinod	5	0	0	"I have purchased my first trimmer from Amazon.in. It's my first order from Amazon.in and I'm pleased that Amazon have delivered the product securely in excellent condition and well promptly"", 'Product wise it is a good looking trimmer, easy to hold and use..Will recommend this trimmer to everyone.', 'Thank you.', 'Vinod.V.K"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-02-2014
ajay murari	5	0	0	Simply superb. And battery is also superb	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-02-2015
sai krishna	5	0	0	"Nice product Very easy to use. Good power back up. Sound a little bit on high side.', '0.5mm precision, smooth blades, easy to clean."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-01-2014
SUKAM	5	0	0	Excellent product and superb consumer service by amazon. Amazon is reaching to its customers in far areas is a good sign with quality service.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-01-2015
pradpalnis	5	0	0	"I bought for rs,900/- in offer . it worth and works good."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-01-2015
Rakesh Sirvee	5	0	0	"First of all amazon deliver very fast.', 'About product its quite nice and i love its adjustable cause you give different style.', 'Worth in this price. A++"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-07-2014
sreekanth	5	0	0	"Very good product, worth to buy.....I recommend this to buy !!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-07-2015
nagavenkata sai	5	0	0	"As usual best in class delivery, and just taken only two days ,product is awesome !!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-06-2015
Naveen Akalwadi	5	0	0	"Amazing product very nice and easy to use, does the work satisfactory worth going for it. Value for money with brand"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-05-2014
Sameer Gupta	5	0	0	"it did met my expectations...', 'it is good to use', 'amazon service to the customer is up to the mark"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-05-2014
Sivaraj C	5	0	0	"This is the best trimmer i've ever bought."", 'It gives you the comfort and gives the best result.', 'I would recommend this product for all."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-05-2014
manjunath	5	0	0	I have purchased this product through amazon its really good & value for money.Compare than market price i have saved more than 300 rs.Thank you Amazon.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-05-2014
Mr. Mak	5	0	0	"Just does the job. Best trimmer I must say. Highly recommended. Precision cuts are perfect, very smooth in usage and easy to clean.', 'Thanx amazon for the fast delivery."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-11-2014
avinash	5	0	0	"super ! no words to say! i,m big fan of amazon india"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-10-2014
shriram	5	0	0	It's a very good product worth buying. Last charge for long time less weight and powerful and has warranty also upto 2017 if yu register in Phillips site	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-10-2014
Irfan	5	0	0	"Awesome product, trimms my beard really smooth and my body the same.', 'I recommended this product to my friends and family.."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-10-2015
Chetan Turkane	5	0	0	It is very good trimmer in very affordable rate.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-09-2014
Mohamed Hakeem	5	0	0	Its very Good Product for personal use.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-09-2014
Sagar Kamble	5	0	0	Best for all types of beards with adjustment blade. Also best for mustaches with its adjustable blade you can easily choose any style...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		23-09-2014
Abhay Kumar	5	0	0	what is good about this product is the ease in trimming.Very good finishing and you can also adjust it as per requirement of your beard  size.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-04-2014
Anand	5	0	0	"Go for it. Simple to use and it works as expected....', 'I would definitely recommend this trimmer for this price range. I got it for Rs1019."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-04-2014
Priyesh Soni	5	0	0	"Thank you Amazon...for delivered before the estimated date.', 'Now the product is superb...working fine...at this price, this is the best philips product but only pros is charging. You have to charge it for 10 hours. So apart from it...my suggestion..go for it...."	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-04-2015
abraham mathew	5	0	0	its perfectly created to meet your trimming needs..thank you philips....and amazon for the great offer price promoted...	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-08-2014
ABHISHEK ANAND	5	0	0	This is awesome product selling by amazon	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-08-2015
Vineet Jain	5	0	0	Very nice product. Super battery backup. So easy to use.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-12-2014
RATHEESH P	5	0	0	It has met my needs. This is an ideal product which I do suggest for those whom plan to buy a trimmer.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-02-2014
Amrish Kakadiya	5	0	0	Very comfortable.... Easy to use...smooth work..love this product...amazing..	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-02-2015
Pradyumna	5	0	0	Good trimmer. Long life. Used it roughly but working as good as new.	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-02-2015
Praveen Kommula	5	0	0	"Good Deal.....!', 'Quick Delivery.....!"	0	1	B00CE3FT66	Philips QT4005/15 Beard and Stubble Trimmer (M-Power Play)	5.0 out of 5 stars	Positive		24-01-2015
